,Name,University,Sport,Sponsors,Number_Sponsors,Instagram,Twitter,Conference,Insta_dummy,Twitter_dummy,group
6116,Myah Murray,Florida Atlantic University,Softball,Liquid I.V.,1,,,Non Power Five Conference,0,0,1
6117,Kaitlyn Cunningham,Florida Atlantic University,Softball,Liquid I.V.,1,,,Non Power Five Conference,0,0,1
6118,Alexa Zaph,Florida Atlantic University,Basketball,Liquid I.V.,1,alexazaph,,Non Power Five Conference,1,0,1
6119,Alivia Orvieto,Florida Atlantic University,Beach Volleyball,Barstool Sports,1,alivia_orvieto,@Alivia_orvieto,Non Power Five Conference,1,1,1
6120,Campbell Atkins,Florida Atlantic University,Beach Volleyball,Barstool Sports,1,campbell_atkins,@campbellatkins7,Non Power Five Conference,1,1,1
6121,MiaBella English,Florida Atlantic University,Volleyball,Barstool Sports,1,miaenglishh,@miabellaenglish,Non Power Five Conference,1,1,1
6122,Camryn Vogler,Florida Atlantic University,Volleyball,Barstool Sports,1,Camrynvogler,@Camrynvogler01,Non Power Five Conference,1,1,1
6123,Lauryn Green,Florida Atlantic University,Volleyball,Barstool Sports,1,lo.green_,@lo_lo216,Non Power Five Conference,1,1,1
6124,Sam Slaughter,University of Memphis,Baseball,Barstool Sports,1,sammyslaughter33,@SamSlaughter77,Non Power Five Conference,1,1,1
6125,Jonah Gambill,University of Memphis,Football,Barstool Sports,1,Jonahgambill65,@JonahGambill65,Non Power Five Conference,1,1,1
6126,Mitchell Gildehaus,University of Memphis,Football,Barstool Sports,1,mitch_gilde78,@MitchellGildeh1,Non Power Five Conference,1,1,1
6127,DeAndre Williams,University of Memphis,Basketball,[],0,drekoo__12,,Non Power Five Conference,1,0,1
6128,Josh Minott,University of Memphis,Basketball,[],0,,,Non Power Five Conference,0,0,1
6129,Jalen Duren,University of Memphis,Basketball,[],0,,,Non Power Five Conference,0,0,1
6130,Kendall Lee,University of Memphis,Softball,Barstool Sports,1,kendall_lee11,@Kendall_Lee11,Non Power Five Conference,1,1,1
6131,Lorelei Logan,University of Memphis,Soccer,Barstool Sports,1,lorelei.logan,,Non Power Five Conference,1,0,1
6132,Elizabeth Moberg,University of Memphis,Soccer,Barstool Sports,1,elizabeth_moberg,@moberg_em,Non Power Five Conference,1,1,1
6133,Lydia Herring,University of Memphis,Soccer,Barstool Sports,1,lydiaherring,@lydia_herring,Non Power Five Conference,1,1,1
6134,Claire Wyville,University of Memphis,Soccer,Barstool Sports,1,_clairewyville,@_clairewyville,Non Power Five Conference,1,1,1
6135,Gigi Crescenzo,University of Memphis,Volleyball,Barstool Sports,1,gigi.cresenzo,@giannacrescenz1,Non Power Five Conference,1,1,1
6136,Bailey Houlihan,University of Memphis,Volleyball,Barstool Sports,1,bailey.houlihan,@houlihanbailey,Non Power Five Conference,1,1,1
6137,Britt Fuller,Duke University,Baseball,Barstool Sports,1,britt.fuller14,@bfuller_14,Atlantic Coast Conference,1,1,0
6138,John Taylor,Duke University,Football,Barstool Sports,1,john.taylor.57,@beastie364,Atlantic Coast Conference,1,1,0
6139,Wendell Moore Jr.,Duke University,Basketball,[],0,,,Atlantic Coast Conference,0,0,0
6140,Jeremy Roach,Duke University,Basketball,[],0,,,Atlantic Coast Conference,0,0,0
6141,Joey Baker,Duke University,Basketball,[],0,joeywbaker,@joey_bvker,Atlantic Coast Conference,1,1,0
6142,Mark Williams,Duke University,Basketball,[],0,,,Atlantic Coast Conference,0,0,0
6143,Seamus Harding Jr.,Duke University,Swimming and Diving,Barstool Sports,1,seamushharding,,Atlantic Coast Conference,1,0,0
6144,Kelly Torres,Duke University,Softball,Barstool Sports,1,kellytorres8,@kellyytorress,Atlantic Coast Conference,1,1,0
6145,Peyton St. George,Duke University,Softball,[],0,,,Atlantic Coast Conference,0,0,0
6146,Jordyn Oliver,Duke University,Basketball,[],0,,,Atlantic Coast Conference,0,0,0
6147,Jade Williams,Duke University,Basketball,[],0,,,Atlantic Coast Conference,0,0,0
6148,Lexi Gordon,Duke University,Basketball,Outback Steakhouse,1,lexi_gordon34,,Atlantic Coast Conference,1,0,0
6149,Sophia LeRose,Duke University,Lacrosse,Barstool Sports,1,sophialerose,,Atlantic Coast Conference,1,0,0
6150,Eva Greco,Duke University,Lacrosse,Barstool Sports,1,Evaa_grec,,Atlantic Coast Conference,1,0,0
6151,Anna Callahan,Duke University,Lacrosse,Barstool Sports,1,annacallahan4,@annascallahan,Atlantic Coast Conference,1,1,0
6152,Meera Chakrabarti,Duke University,Rowing,Barstool Sports,1,meerachakrabarti,,Atlantic Coast Conference,1,0,0
6153,McKendree Densel,Duke University,Rowing,Barstool Sports,1,kiki.densel,,Atlantic Coast Conference,1,0,0
6154,Gabriella Salvati,Duke University,Rowing,Barstool Sports,1,gabbysalvati,,Atlantic Coast Conference,1,0,0
6155,Rachel Peroni,Duke University,Swimming and Diving,Barstool Sports,1,rachelperoni,@rachelperoni,Atlantic Coast Conference,1,1,0
6156,Margaryta Bilokin,Duke University,Tennis,Barstool Sports,1,mbilokin_,@margobilokin,Atlantic Coast Conference,1,1,0
6157,Hannah Kelly,Duke University,Track and Field,Barstool Sports,1,hannah_kelly4,@hankell_,Atlantic Coast Conference,1,1,0
6158,Carly King,Duke University,Track and Field,Barstool Sports,1,carlyking9,@carlykinggg,Atlantic Coast Conference,1,1,0
6159,Blake Wells,University of New Mexico,Football,Barstool Sports,1,blake_wells21,@Bwellsofficial,Non Power Five Conference,1,1,1
6160,Joey Noble,University of New Mexico,Football,Barstool Sports,1,joeynoble98,@JoeyNoble98,Non Power Five Conference,1,1,1
6161,Noah Johnson,Virginia Tech,Baseball,Barstool Sports,1,Noahjohnson2332,@noahjohnson32,Atlantic Coast Conference,1,1,0
6162,Jordan Geber,Virginia Tech,Baseball,Barstool Sports,1,jordangeber28,@JordanGeber,Atlantic Coast Conference,1,1,0
6163,Tayvion Robinson,Virginia Tech,Football,[],0,tayvionrobinson,@robinsontayvion,Atlantic Coast Conference,1,1,0
6164,Amar̩ Barno,Virginia Tech,Football,[],0,amare_barno,@ayye_Barno,Atlantic Coast Conference,1,1,0
6165,Keshon Artis,Virginia Tech,Football,[],0,ayethatske,,Atlantic Coast Conference,1,0,0
6166,Will Johnson,Virginia Tech,Football,Barstool Sports,1,wbj01,@Williamj0hnson3,Atlantic Coast Conference,1,1,0
6167,Sivert Haugli,Virginia Tech,Soccer,Barstool Sports,1,sivhaugli,@HaugliSivert,Atlantic Coast Conference,1,1,0
6168,Thomas Hallock,Virginia Tech,Swimming and Diving,Barstool Sports,1,t.hallock,,Atlantic Coast Conference,1,0,0
6169,Michael Shepheard,Virginia Tech,Tennis,Barstool Sports,1,michael_shepheard,@MichaelShephea5,Atlantic Coast Conference,1,1,0
6170,Patrick Forrest,Virginia Tech,Track and Field,Barstool Sports,1,pat_forrest,@patforrest13,Atlantic Coast Conference,1,1,0
6171,Mekhi Lewis,Virginia Tech,Wrestling,[],0,,,Atlantic Coast Conference,0,0,0
6172,Molly Jacobson,Virginia Tech,Softball,Barstool Sports,1,mollyyjacobson,@mollyjacobson20,Atlantic Coast Conference,1,1,0
6173,Maija Louko,Virginia Tech,Softball,Barstool Sports,1,maijalouko,@maijalouko,Atlantic Coast Conference,1,1,0
6174,Cameron Fagan,Virginia Tech,Softball,Barstool Sports,1,cameronkfagan,,Atlantic Coast Conference,1,0,0
6175,Aisha Sheppard,Virginia Tech,Basketball,[],0,,,Atlantic Coast Conference,0,0,0
6176,Maxana Grubb,Virginia Tech,Cross Country,Barstool Sports,1,maxana_g,,Atlantic Coast Conference,1,0,0
6177,Alyssa Montgomery,Virginia Tech,Golf,Barstool Sports,1,armgolf,@Alyssa37918,Atlantic Coast Conference,1,1,0
6178,Dare Burnett,Virginia Tech,Soccer,Barstool Sports,1,dare.13,@DareBurnett1,Atlantic Coast Conference,1,1,0
6179,Makenzie Graham,Virginia Tech,Soccer,Barstool Sports,1,makgraham_,@makgraham10,Atlantic Coast Conference,1,1,0
6180,Darby Galbraith,Virginia Tech,Swimming and Diving,Barstool Sports,1,darby.galbraith,@darbygalbraith7,Atlantic Coast Conference,1,1,0
6181,Jenna Thompson,Virginia Tech,Swimming and Diving,Barstool Sports,1,jenna.raee,@jennarthompson,Atlantic Coast Conference,1,1,0
6182,Katie Andreini,Virginia Tech,Tennis,Barstool Sports,1,katieandreini,@katieandreini,Atlantic Coast Conference,1,1,0
6183,Rita Pinto,Virginia Tech,Tennis,Barstool Sports,1,ritaboliveirapinto,,Atlantic Coast Conference,1,0,0
6184,Rachel Baxter,Virginia Tech,Track and Field,Barstool Sports,1,_rachel_baxter_,,Atlantic Coast Conference,1,0,0
6185,Christian Hlinka,University of Virginia,Baseball,Barstool Sports,1,christian_hlinka,,Atlantic Coast Conference,1,0,0
6186,Stephen Schoch,University of Virginia,Baseball,[],0,,,Atlantic Coast Conference,0,0,0
6187,Lizzy Shim,University of Virginia,Field Hockey,Barstool Sports,1,lizzy_shim,,Atlantic Coast Conference,1,0,0
6188,Billy Kemp IV,University of Virginia,Football,[],0,billykemp_4,,Atlantic Coast Conference,1,0,0
6189,Mandy Alonso,University of Virginia,Football,Barstool Sports,1,mandyalonso_91,@mandy_alonso55,Atlantic Coast Conference,1,1,0
6190,T.C. Harrison,University of Virginia,Football,Barstool Sports,1,tcharrison_,@TcHarrison_,Atlantic Coast Conference,1,1,0
6191,Luke Johnson,University of Virginia,Football,Barstool Sports,1,lukee.johnson,@lukejohnson0312,Atlantic Coast Conference,1,1,0
6192,Jack Keenan,University of Virginia,Football,Barstool Sports,1,Jkeenan79,,Atlantic Coast Conference,1,0,0
6193,Mike Kosar,University of Virginia,Football,Barstool Sports,1,michael_kosar_,@mkosarin,Atlantic Coast Conference,1,1,0
6194,Kyle Mosteller,University of Virginia,Cross Country,Barstool Sports,1,kyle.mosteller,@kyle_mosteller,Atlantic Coast Conference,1,1,0
6195,Ayende Watson,University of Virginia,Cross Country,Barstool Sports,1,rozaydae,@rozayda3,Atlantic Coast Conference,1,1,0
6196,Max Edwards,University of Virginia,Swimming and Diving,Barstool Sports,1,maxe0606,@Max_E_Edwards,Atlantic Coast Conference,1,1,0
6197,Jack Walker,University of Virginia,Swimming and Diving,Barstool Sports,1,the.jack.walker,@jackattack9255,Atlantic Coast Conference,1,1,0
6198,Dylan Cedeno,University of Virginia,Wrestling,Barstool Sports,1,dylan_cedeno_,@DylanCedeno5,Atlantic Coast Conference,1,1,0
6199,Krystian Kinsey,University of Virginia,Wrestling,Barstool Sports,1,kkinsey.11,,Atlantic Coast Conference,1,0,0
6200,Molly Grube,University of Virginia,Softball,Barstool Sports,1,mollykaate,@molly_grube,Atlantic Coast Conference,1,1,0
6201,Lindsay Barkett,University of Virginia,Rowing,Barstool Sports,1,lindsay_barkett,@lindsay_barkett,Atlantic Coast Conference,1,1,0
6202,Nicola Lawless,University of Virginia,Rowing,Barstool Sports,1,nicola.flawless,,Atlantic Coast Conference,1,0,0
6203,Alexa Spaanstra,University of Virginia,Soccer,Barstool Sports,1,alexaspaanstra,@alexaspaanstra7,Atlantic Coast Conference,1,1,0
6204,Peyton Goldthwaite,University of Virginia,Soccer,Barstool Sports,1,peyton_g10,@peyton_g10,Atlantic Coast Conference,1,1,0
6205,Steve DePaul,Robert Morris University,Football,[],0,Stevedepaul,,Non Power Five Conference,1,0,1
6206,Trevor Renfro,Robert Morris University,Football,Barstool Sports,1,trevor_ren74,@Trevor_Ren74,Non Power Five Conference,1,1,1
6207,Tyler Love,Robert Morris University,Ice Hockey,Barstool Sports,1,tlove48,@Tlove_48,Non Power Five Conference,1,1,1
6208,Roman Kraemer,Robert Morris University,Ice Hockey,Barstool Sports,1,Rkraemer18,@rkraemer3,Non Power Five Conference,1,1,1
6209,Torin Neal,Robert Morris University,Lacrosse,Barstool Sports,1,Torin_3,@torin33,Non Power Five Conference,1,1,1
6210,Ben Starkey,Robert Morris University,Lacrosse,Barstool Sports,1,Ben_starkey20,@starkeyfootball,Non Power Five Conference,1,1,1
6211,Corson Kealey,Robert Morris University,Lacrosse,Barstool Sports,1,corsonkealey,@CorsonKealey,Non Power Five Conference,1,1,1
6212,Dan Taddeo,Robert Morris University,Lacrosse,Barstool Sports,1,dtadds29,@dtadds9,Non Power Five Conference,1,1,1
6213,Elliot Holden,Robert Morris University,Lacrosse,Barstool Sports,1,elliot_holden31,@Elliot_Holden18,Non Power Five Conference,1,1,1
6214,Esther Castedo,Robert Morris University,Basketball,Barstool Sports,1,esthercastedo6,@esthercastedo6,Non Power Five Conference,1,1,1
6215,Bailey Christianson,Robert Morris University,Lacrosse,Barstool Sports,1,bailey8230,@BChristiaonson,Non Power Five Conference,1,1,1
6216,Lauren Cameranesi,Robert Morris University,Lacrosse,Barstool Sports,1,laurencameranesi,@LCameranesi,Non Power Five Conference,1,1,1
6217,Kathleen Kelly,Robert Morris University,Lacrosse,Barstool Sports,1,katie.kelly3,@katie_kelly53,Non Power Five Conference,1,1,1
6218,Alanna Schlaeger,Robert Morris University,Rowing,Barstool Sports,1,Alanna.Schlaeger,@AlannaSchlaeger,Non Power Five Conference,1,1,1
6219,Tara Gologram,Robert Morris University,Track and Field,Barstool Sports,1,_taragologram,@taragologram,Non Power Five Conference,1,1,1
6220,Matt McDermott,Coastal Carolina University,Baseball,Barstool Sports,1,matt_mcdermott,@Mattmcdermott21,Non Power Five Conference,1,1,1
6221,Grayson McCall,Coastal Carolina University,Football,[],0,,,Non Power Five Conference,0,0,1
6222,Massimo Biscardi,Coastal Carolina University,Football,Barstool Sports,1,Massimo_Biscardi,@Massimo_Kicking,Non Power Five Conference,1,1,1
6223,Mason Bowers,Coastal Carolina University,Football,Barstool Sports,1,moneyxmase,@BowerMason,Non Power Five Conference,1,1,1
6224,Mackenzie Beyer,Coastal Carolina University,Softball,Barstool Sports,1,mackenziebeyerr,,Non Power Five Conference,1,0,1
6225,Deaja Richardson,Coastal Carolina University,Basketball,Barstool Sports,1,deajaarich,@baller4lifeeeee,Non Power Five Conference,1,1,1
6226,Sarah Riedell,Coastal Carolina University,Beach Volleyball,Barstool Sports,1,sarah.riedell,@sarahr139,Non Power Five Conference,1,1,1
6227,Ellie Hanford,Coastal Carolina University,Beach Volleyball,Barstool Sports,1,ellie_hanford,@EllieHanford,Non Power Five Conference,1,1,1
6228,Avery Snyder,Coastal Carolina University,Lacrosse,Barstool Sports,1,Avery.snyder,@avery_snyder10,Non Power Five Conference,1,1,1
6229,Carleigh Frilles,Coastal Carolina University,Soccer,Barstool Sports,1,carleighfrilles,@CarleighFrilles,Non Power Five Conference,1,1,1
6230,Ella Schad,Coastal Carolina University,Soccer,Barstool Sports,1,ellaschad31,@ellaschad31,Non Power Five Conference,1,1,1
6231,Jaheim Bell,University of South Carolina,Football,[],0,dba_bell,,Southeastern Conference,1,0,0
6232,Nick Muse,University of South Carolina,Football,Barstool Sports,1,Nick__muse,@NickMuse5,Southeastern Conference,1,1,0
6233,Colten Gauthier,University of South Carolina,Football,[],0,,,Southeastern Conference,0,0,0
6234,R.J. Roderick,University of South Carolina,Football,[],0,rjroderick5,,Southeastern Conference,1,0,0
6235,Collin Henrich,University of South Carolina,Football,Barstool Sports,1,colinhenrich78,@HenrichColin,Southeastern Conference,1,1,0
6236,Hank Manos,University of South Carolina,Football,Barstool Sports,1,_hmanos70_,@hank_manos,Southeastern Conference,1,1,0
6237,Jermaine Couisnard,University of South Carolina,Basketball,[],0,,,Southeastern Conference,0,0,0
6238,Andrew Spiegler,University of South Carolina,Golf,Barstool Sports,1,Spiegs17,@Spiegs17,Southeastern Conference,1,1,0
6239,Logan Hitzeman,University of South Carolina,Soccer,Barstool Sports,1,logan.hitzeman,@loganhitzeman,Southeastern Conference,1,1,0
6240,Collin Kilgore,University of South Carolina,Track and Field,Barstool Sports,1,thecollinkilgore,@collin_kilgore,Southeastern Conference,1,1,0
6241,Evan Miller,University of South Carolina,Track and Field,[],0,evanmillertrkstar,,Southeastern Conference,1,0,0
6242,Skylar Trahan,University of South Carolina,Softball,Barstool Sports,1,skylarr.brookee,@skylar_brookee,Southeastern Conference,1,1,0
6243,Riley Blampied,University of South Carolina,Softball,Barstool Sports,1,Riley.brooklyn2,@Rileybrooklyn22,Southeastern Conference,1,1,0
6244,Zia Cooke,University of South Carolina,Basketball,[],0,z.loading_,,Southeastern Conference,1,0,0
6245,Destanni Henderson,University of South Carolina,Basketball,[],0,,,Southeastern Conference,0,0,0
6246,Victaria Saxton,University of South Carolina,Basketball,[],0,,,Southeastern Conference,0,0,0
6247,Elysa Wesolek,University of South Carolina,Basketball,Barstool Sports,1,elysa.wesolek,,Southeastern Conference,1,0,0
6248,Samantha Ansel,University of South Carolina,Beach Volleyball,Barstool Sports,1,sammy_ka02,@sammyka02,Southeastern Conference,1,1,0
6249,Kaeli Crews,University of South Carolina,Beach Volleyball,Barstool Sports,1,kaeli.crews,@kaelicrews,Southeastern Conference,1,1,0
6250,Hannah Cella,University of South Carolina,Cross Country,Barstool Sports,1,hannah_cella,@hannah_cella,Southeastern Conference,1,1,0
6251,Kiersten Beckner,University of South Carolina,Equestrian,Barstool Sports,1,kierstenbeckner,,Southeastern Conference,1,0,0
6252,Alexa Thorpe,University of South Carolina,Equestrian,Barstool Sports,1,lexi_thorpe,@lexithorpe24,Southeastern Conference,1,1,0
6253,Mikayla Robinson,University of South Carolina,Volleyball,Barstool Sports,1,mikaylarobinsonx,,Southeastern Conference,1,0,0
6254,Brett Midkiff,Mount St. Mary's University,Baseball,Barstool Sports,1,b.midkiff20,@BrettMidkiff,Non Power Five Conference,1,1,1
6255,Casey Domanski,Mount St. Mary's University,Lacrosse,Barstool Sports,1,_casey22,@DomanskiCasey,Non Power Five Conference,1,1,1
6256,Kendall Bresee,Mount St. Mary's University,Basketball,Barstool Sports,1,kendallbresee,@Breseekb3,Non Power Five Conference,1,1,1
6257,Michaila Cheung,Mount St. Mary's University,Golf,Barstool Sports,1,michailaolivia,@michailaolivia,Non Power Five Conference,1,1,1
6258,Clifton Slagel,Tulane University,Baseball,Barstool Sports,1,cliftonslagel,@cliftonslagel,Non Power Five Conference,1,1,1
6259,Michael Lunz,Tulane University,Football,[],0,mike_lunz_,,Non Power Five Conference,1,0,1
6260,Noah Seiden,Tulane University,Football,Barstool Sports,1,noahseiden91,@NoahSeiden91,Non Power Five Conference,1,1,1
6261,Jalen Cook,Tulane University,Basketball,[],0,,,Non Power Five Conference,0,0,1
6262,Sophia Gammarino,Tulane University,Beach Volleyball,Barstool Sports,1,sophiegammarino,,Non Power Five Conference,1,0,1
6263,Brian Tregoning,"University of Maryland, Baltimore County",Lacrosse,Barstool Sports,1,briantregoning9,@BrianTregoning2,Non Power Five Conference,1,1,1
6264,Kyle Waggoner,"University of Maryland, Baltimore County",Soccer,Barstool Sports,1,kyle.waggoner,@KyleWaggoner11,Non Power Five Conference,1,1,1
6265,Sara DeLeon,"University of Maryland, Baltimore County",Lacrosse,Barstool Sports,1,sarajadyn,@saradeleonn,Non Power Five Conference,1,1,1
6266,Mason Zambo,University of Louisiana at Lafayette,Baseball,Barstool Sports,1,mason_zambo,@mason_zambo,Non Power Five Conference,1,1,1
6267,Jake Binley,St. John's University,Basketball,Barstool Sports,1,binleyjake,@BinleyJake,Non Power Five Conference,1,1,1
6268,Kevin Lewis,Georgia Institute of Technology,Lacrosse,Barstool Sports,1,k_lewis31,@KLew31,Atlantic Coast Conference,1,1,0
6269,Jeff Vlass,Fairfield University,Swimming and Diving,Barstool Sports,1,jeffrey_vlass,@JeffVlass,Non Power Five Conference,1,1,1
6270,Jason Stricker,Liberty University,Football,Barstool Sports,1,jstrick_14,,Non Power Five Conference,1,0,1
6271,Conor Dempsey,Stony Brook University,Ice Hockey,Barstool Sports,1,Cdempsey6,@cdemps6,Non Power Five Conference,1,1,1
6272,Jonathan DeMontagnac,College of the Holy Cross,Lacrosse,Barstool Sports,1,jon.demontagnac,,Non Power Five Conference,1,0,1
6273,Cade Povich,University of Nebraska - Lincoln,Baseball,Barstool Sports,1,cadepovich,@Cpo22,Big 10,1,1,0
6274,Ryan Still,University of Tulsa,Track and Field,Barstool Sports,1,ryanstill15,@RyanStill15,Non Power Five Conference,1,1,1
6275,Alexis Goeke,Hofstra University,Softball,Barstool Sports,1,alexisgoeke,@alexisgoeke,Non Power Five Conference,1,1,1
6276,Simon Litzell,"University of California, Los Angeles",Track and Field,Barstool Sports,1,iamsimonlitzell,,Pac-12,1,0,0
6277,Corbin Gustafson,University of Delaware,Ice Hockey,Barstool Sports,1,Cgusty30,@cgusty30,Non Power Five Conference,1,1,1
6278,Brooke Gietzen,University of Michigan,Rowing,Barstool Sports,1,brooke.gietzen,@brookegietzenn,Big 10,1,1,0
6279,Stewart Kirkpatrick,University of New Hampshire,Lacrosse,Barstool Sports,1,stewart_kirkpatrick,@stewartk22,Non Power Five Conference,1,1,1
6280,Catharine Griskowitz,Boston University,Rowing,Barstool Sports,1,cathgriskowitz,@cath0131,Non Power Five Conference,1,1,1
6281,Elli Machado,Eastern Michigan University,Swimming and Diving,Barstool Sports,1,elli_the_elephant,,Non Power Five Conference,1,0,1
6282,Trey Gibson,Liberty University,Baseball,Barstool Sports,1,t.gibson.27,@TreyGibson27,Non Power Five Conference,1,1,1
6283,Keegan Bates,Valparaiso University,Baseball,Barstool Sports,1,keegan_bates,,Non Power Five Conference,1,0,1
6284,Nick Byrnes,Ohio University,Baseball,Barstool Sports,1,nick.byrnes,@byrnes_nick,Non Power Five Conference,1,1,1
6285,Carter Bonecutter,Indiana University,Ice Hockey,Barstool Sports,1,carterbonecutter,@Banana_Bread6,Big 10,1,1,0
6286,Jason Bollman,Louisiana State University,Baseball,Barstool Sports,1,jason_bollman,@JasonBollman23,Southeastern Conference,1,1,0
6287,Erin Meyers,Saint Anselm College,Ice Hockey,Barstool Sports,1,erinn_meyers,@_erinmeyers,Non Power Five Conference,1,1,1
6288,Ethan Kazmierski,Amherst College,Lacrosse,Barstool Sports,1,ethankaz,@ethankaz16,Non Power Five Conference,1,1,1
6289,Kurt Nusterer,University of Hawaii at Manoa,Volleyball,Barstool Sports,1,kurtnusterer,,Non Power Five Conference,1,0,1
6290,Chezzare Gonzalez,University of New Mexico,Baseball,Barstool Sports,1,chezzare_g,@Chezzare55,Non Power Five Conference,1,1,1
6291,Gabrielle Joffrion,Mount St. Mary's University,Swimming and Diving,Barstool Sports,1,gabriellejoffrion,@GabrielleJoffr1,Non Power Five Conference,1,1,1
6292,Cam Vanhoorebeke,Tulane University,Baseball,Barstool Sports,1,camvan33,@CamVan__,Non Power Five Conference,1,1,1
6293,Callum Wither,Ohio University,Football,Barstool Sports,1,calw1ther,@WitherCallum,Non Power Five Conference,1,1,1
6294,Justin Butera,Merrimack College,Baseball,Barstool Sports,1,Justinbutera23,@JustinButera23,Non Power Five Conference,1,1,1
6295,Vin Zappulla,Merrimack College,Baseball,Barstool Sports,1,_vinzappulla,@vinzappulla2,Non Power Five Conference,1,1,1
6296,Bryant Skurbe,Merrimack College,Baseball,Barstool Sports,1,skurbe.18,@BryantSkurbe,Non Power Five Conference,1,1,1
6297,Erica Spallone,Merrimack College,Field Hockey,Barstool Sports,1,erica_spallone,,Non Power Five Conference,1,0,1
6298,Jane Bonazzoli,Merrimack College,Field Hockey,Barstool Sports,1,jane_bonazzoli,,Non Power Five Conference,1,0,1
6299,Prince-Dru Bey,Merrimack College,Football,Barstool Sports,1,yodruu,@Yodruu,Non Power Five Conference,1,1,1
6300,Cole Peterson,Merrimack College,Football,Barstool Sports,1,Cole.peterson_18,@Cole_P3,Non Power Five Conference,1,1,1
6301,Nick Reimer,Merrimack College,Football,Barstool Sports,1,nickreimer_,@nicholas_reimer,Non Power Five Conference,1,1,1
6302,Brett Raynor,Merrimack College,Football,Barstool Sports,1,raynor_brett,@raynor_brett,Non Power Five Conference,1,1,1
6303,Pat Conroy,Merrimack College,Football,Barstool Sports,1,patconroy2911,@patrickconroy29,Non Power Five Conference,1,1,1
6304,Ziggy Reid,Merrimack College,Basketball,Barstool Sports,1,ziggy_reid,@ziggy_reid5,Non Power Five Conference,1,1,1
6305,Jordan McKoy,Merrimack College,Basketball,Barstool Sports,1,jordanmckoy24,@princ3jay24,Non Power Five Conference,1,1,1
6306,Neil Letellier,Merrimack College,Cross Country,Barstool Sports,1,,,Non Power Five Conference,0,0,1
6307,Eric Salvo,Merrimack College,Cross Country,Barstool Sports,1,ericsalvo,@SalvoEric,Non Power Five Conference,1,1,1
6308,Liam Dennison,Merrimack College,Ice Hockey,Barstool Sports,1,liamdennison,@liam_denny72,Non Power Five Conference,1,1,1
6309,Ben Brar,Merrimack College,Ice Hockey,Barstool Sports,1,BennyBrar,@brarzan,Non Power Five Conference,1,1,1
6310,Sam Walsh,Merrimack College,Lacrosse,Barstool Sports,1,samwalsh35,@SamWalsh1035,Non Power Five Conference,1,1,1
6311,Stephen Gallagher,Merrimack College,Track and Field,Barstool Sports,1,stevieg_11,@_StevieG11_,Non Power Five Conference,1,1,1
6312,Joron Harrell,Merrimack College,Track and Field,Barstool Sports,1,joron_harrell,@joron_harrell,Non Power Five Conference,1,1,1
6313,Colin Murphy,Merrimack College,Track and Field,Barstool Sports,1,Colinmurphy27,@Colin_Murphy27,Non Power Five Conference,1,1,1
6314,Liz Peckham,Merrimack College,Cross Country,Barstool Sports,1,epeckham10,@epeckham_19,Non Power Five Conference,1,1,1
6315,Kiki Roust,Merrimack College,Ice Hockey,Barstool Sports,1,Kikiroust5,@KikiR55K,Non Power Five Conference,1,1,1
6316,Julia MacLean,Merrimack College,Ice Hockey,Barstool Sports,1,julia_maclean41,@julia_mac11,Non Power Five Conference,1,1,1
6317,Dani Castino,Merrimack College,Ice Hockey,Barstool Sports,1,danicastino,@dcastino21,Non Power Five Conference,1,1,1
6318,Allison Reeb,Merrimack College,Ice Hockey,Barstool Sports,1,allison.reeb_,,Non Power Five Conference,1,0,1
6319,Emily Oosterveld,Merrimack College,Ice Hockey,Barstool Sports,1,emilyoosterveld,@EmilyOosterveld,Non Power Five Conference,1,1,1
6320,Aries Mustoe,Merrimack College,Ice Hockey,Barstool Sports,1,ariesmustoe,@AriesMustoe,Non Power Five Conference,1,1,1
6321,Olivia Valdes,Merrimack College,Lacrosse,Barstool Sports,1,Olivia.valdes,@oliviavaldess,Non Power Five Conference,1,1,1
6322,Adrianna Buccieri,Merrimack College,Track and Field,Barstool Sports,1,adrianna.bucc,@abuccie123,Non Power Five Conference,1,1,1
6323,Abigail Greeley,Merrimack College,Track and Field,Barstool Sports,1,abbygreeley,@abbygreeley1,Non Power Five Conference,1,1,1
6324,Lauryn Mattiucci,Merrimack College,Volleyball,Barstool Sports,1,laurynmattiucci,@MattiucciLauryn,Non Power Five Conference,1,1,1
6325,Sophia McGonagle,Merrimack College,Volleyball,Liquid I.V.,1,,,Non Power Five Conference,0,0,1
6326,Nick Lorusso,Villanova University,Baseball,Barstool Sports,1,nickl.44,,Non Power Five Conference,1,0,1
6327,Brendan Bell,Villanova University,Football,Barstool Sports,1,Bbell28,@BrendanBell2020,Non Power Five Conference,1,1,1
6328,Charlie Gilroy,Villanova University,Football,Barstool Sports,1,cgilroy8,@cgilroy8,Non Power Five Conference,1,1,1
6329,Jared Nelson,Villanova University,Football,Barstool Sports,1,jared_n46,@jared_n46,Non Power Five Conference,1,1,1
6330,Jack Stanton,Villanova University,Football,Barstool Sports,1,jackstanton7,@JStanton99,Non Power Five Conference,1,1,1
6331,Elijah Trent,Villanova University,Football,Barstool Sports,1,eli21trent,@ElijahMTrent,Non Power Five Conference,1,1,1
6332,Chris Arcidiacono,Villanova University,Basketball,[],0,,,Non Power Five Conference,0,0,1
6333,Caleb Daniels,Villanova University,Basketball,[],0,,,Non Power Five Conference,0,0,1
